execution_time,total_cost,path,query_execution_time
340.03233909606934,11.0,"[306, 316, 319, 425, 336, 424, 445, 429, 388, 444, 458, 393]",151
93.0781364440918,11.0,"[306, 316, 319, 425, 336, 424, 445, 429, 388, 444, 458, 393]",2
76.89857482910156,11.0,"[306, 316, 319, 425, 336, 424, 445, 429, 388, 444, 458, 393]",1
86.18903160095215,11.0,"[306, 316, 319, 425, 336, 424, 445, 429, 388, 444, 458, 393]",1
70.5864429473877,11.0,"[306, 316, 319, 425, 336, 424, 445, 429, 388, 444, 458, 393]",1
82.87549018859863,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",2
65.56534767150879,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",2
66.08963012695312,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",1
83.31465721130371,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",1
87.42189407348633,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",1
130.4154396057129,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",38
50.230979919433594,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",1
60.86611747741699,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",1
86.27986907958984,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",2
75.38342475891113,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",2
136.50870323181152,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",2
68.0699348449707,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",1
70.28889656066895,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",2
63.18163871765137,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",2
61.64145469665527,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",2
68.09592247009277,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",2
73.3480453491211,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",1
60.06646156311035,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",1
66.86925888061523,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",2
64.53156471252441,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",1
61.80834770202637,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",1
66.92218780517578,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",1
61.185359954833984,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",1
58.90345573425293,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",1
56.975603103637695,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",2
57.56974220275879,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",2
57.21569061279297,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",2
59.118032455444336,14.0,"[306, 316, 319, 425, 336, 424, 423, 380, 431, 369, 432, 370, 378, 458, 393]",1
51.79786682128906,,,1
64.81027603149414,,,2
57.18398094177246,,,1
62.752723693847656,,,2
58.45332145690918,,,2
59.63540077209473,,,2
66.17069244384766,,,2
51.44524574279785,,,1
55.27973175048828,,,2
76.01594924926758,,,1
76.50041580200195,,,2
84.46383476257324,,,1
90.06381034851074,,,3
60.75024604797363,,,1
63.90070915222168,,,1
62.42680549621582,,,1
53.88498306274414,,,1
50.06527900695801,,,1
56.79154396057129,,,1
49.035072326660156,,,1
51.53656005859375,,,2
50.50492286682129,,,1
55.29928207397461,,,1
48.6598014831543,,,2
46.31328582763672,,,1
51.860809326171875,,,1
53.137779235839844,,,1
56.46061897277832,,,2
48.38752746582031,,,2
69.05651092529297,,,1
48.9504337310791,,,2
58.01272392272949,,,2
43.94197463989258,,,1
55.764198303222656,,,1
48.62475395202637,,,1
58.42137336730957,,,0
43.03789138793945,,,1
57.31987953186035,,,1
46.437740325927734,,,1
49.013614654541016,,,1
58.763742446899414,,,1
67.92569160461426,,,2
41.373491287231445,,,2
46.19479179382324,,,1
44.42596435546875,,,1
85.14523506164551,,,1
42.925357818603516,,,1
44.426679611206055,,,1
49.230337142944336,,,1
43.47991943359375,,,1
50.66943168640137,,,1
56.076765060424805,,,1
41.901588439941406,,,1
54.40640449523926,,,1
43.30587387084961,,,2
39.68477249145508,,,1
39.2146110534668,,,1
38.98501396179199,,,1
56.632041931152344,,,0
48.9497184753418,,,1
44.420480728149414,,,1
53.56764793395996,,,1
78.07517051696777,,,1
51.133155822753906,,,0
